category,sub_category,title,price,description,brand,sku,dimensions,image_url
Bedroom,Beds,Haven Bed Pine and Oak Wood Frame,"52,607 EGP","Elevate your bedroom decor with Haven Bed featuring a sturdy frame made from the finest pine and oak wood. It comes with two embedded appliques to ensure optimum relaxation. The bed's headboard and base are both upholstered, providing a luxurious and comfortable touch that invites relaxation. The unique blend of pine wood for the frame and oak wood for detailing brings a warm, inviting tone to any room, blending durability with elegance.",KENDA,KEBeHa23505,L 300 X W 210 X H 110cm,https://dkq2tfmdsh9ss.cloudfront.net/products/ZBaeSnREGfOaPipMj4cBKNaPBGDqWcCZTjQg38tE.jpg
Bedroom,Beds,Haven Beech Wood Bed With Soft Upholstery,"40,912 EGP",,Ariika Home,ArBeHa12280,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/79who5QcsjcodctBOlLxUa1lSImELvG50ehVM7iX.jpg
Bedroom,Beds,Hazel Bed Beech Wood,"45,002 EGP","Experience high levels of comfort and style with the Hazel bed. This elegant bed features a durable solid beech wood structure, ensuring long-lasting use and stability. The headboard is beautifully upholstered, offering maximum comfort and a luxurious feel. Perfectly complement your bedroom ensemble with the Hazel dresser and Hazel nightstand, each piece designed to pair seamlessly with this bed for a cohesive look. It comes in a variety of colors to match your style.",Essentials,EsBeHa22948,L 290 x W 205 x H 110 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/i8sgEkEzpbVVgWKkaEnc2WXOoSRn8zHCVsC6LIBS.jpg
Bedroom,Beds,Hoopoe Fully Upholstered Bed,"39,900 EGP",,Hoopoe Design,HoBeBe32554,Bed: L 240 x W 190 x H 35/120 cm Fit Mattress: W 160 x L 200 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/NrqpuxsAIa1z5TG9IpZyEfeIdVqXRmEWwiRd16JM.png
Bedroom,Beds,Horizon Bed,"21,948 EGP","Chic bed that boasts a headboard, meticulously designed from striped plywood. This design melds modern aesthetics and warmth of natural wood, making it a perfect centerpiece for any bedroom. Bed base is also finished in oak veneer, ensuring a cohesive look that complements your decor.",Heru,HeBeHo7547,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/GXUGdneuLmsLSdmDF0iWmmRQ4M9VkeZg6UJvFVE6.jpg
Bedroom,Beds,Horizon Bed With 2 Drawers,"41,721 EGP",,Essentials,EsBeZe5211,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/CP38tnYMTQO50fo4ZHmCHsrhYl5WO5etua8EorKl.jpg
Bedroom,Beds,Iris Bed Extended,"48,565 EGP",,Essentials,EsBeIr28113,Full bed dimensions : 221 x 214 x H 120 cm Bed base dimensions : 160 x 200 x 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/saodItAe1Be9E4M2rhXH9xOMlM4WUOym1ZIu5gjD.webp
Bedroom,Beds,Jane Bed Beech Wood Double,"37,050 EGP",,Essentials,EsBeJa14053,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/Ix4RT0G0y2yL5StEpHeIwVLSnNEfhGJ1bGchCtz4.png
Bedroom,Beds,Lea Canopy Bed Beech Wood,"45,224 EGP",,Essentials,EsBeLe12823,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/QDZsgD7G7qsgYj4yVhTMbJMmtXJMjrDgAlXwyyP9.jpg
Bedroom,Beds,Leonie Natural Beech Wood Bunk Bed With Ladder,"47,893 EGP",,Essentials,EsBeBe6312,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/iSP67MK8Bx1zRFBF7bJAU3Qi3064ynk1bhFktF07.jpg
Bedroom,Beds,Levitate Bed With Cane And Oak Base & Head Board,"46,920 EGP","Discover the perfect blend of comfort and elegance with the Levitate bed, masterfully crafted from durable oak wood and adorned with a stylish cane headboard. The natural oak provides a sturdy frame while the cane headboard adds a touch of airy sophistication, perfect for creating a relaxing bedroom environment. This bed's clean lines and natural materials not only offer exceptional durability but also bring a warm, inviting tone to any decor.",Nina June,NiBeLe15175,Bed: L 200 X W 160 X H 32.5 cm Headboard: H 70 X W 168 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/LJ9IgBjUcOYuZClz9Gql5EvHX3aWnRRpLY1WVmai.png
Bedroom,Beds,Linea Bed Fully Upholstered,"18,939 EGP","Unveil a sleek, contemporary fully upholstered bed; perfectly suited for any modern setting. This bed, featuring a soft padded headboard, becomes a cozy addition to your sleep space; seamlessly blending with its minimalist design—wrapped in high-quality fabric—into any décor style. Whether you prefer neutral tones or bold accents, this bed combines comfort with chic aesthetics.",Heru,HeBeLi14417,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/kHpvFE9TwGCR7gfa52C70fzybfiJEeSb70atjtwC.jpg
Bedroom,Beds,Lino Upholstered Bed With Beech Legs,"30,578 EGP",,Essentials,EsBeLi14040,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/W9YesIdyCzgjxopvBUWc73JhdKyW2NvdRtsVYRQs.jpg
Bedroom,Beds,Live Edge Walnut Bed,"59,455 EGP","Experience the timeless beauty and robust quality of our Live Edge Walnut Bed. This bed features a natural walnut veneer that highlights the unique grain patterns, bringing a warm, earthy feel to your bedroom. The sturdy design ensures lasting durability, while the simple yet elegant design seamlessly blends with both modern and traditional decors. Perfect for those who value sustainability and style, this bed creates a peaceful and inviting atmosphere in any sleeping space.",Customized Products,EsBeLi,W 180 x D 200 x H 110 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/ViEglY799fWSkPCLcRz7gywzvZ6zZNS2vM7bJ29I.png
Bedroom,Beds,Luxurious Patterned Bed,"44,000 EGP",Upgrade your bedroom to a haven of style and convenience with our Elegant Patterned Bed. This bed's unique pattern adds a sophisticated visual texture that enhances any room's aesthetic. Made from high quality wood to ensure long years of durability.,Caravanserai,CaBePa8449,L 200 x W 160,https://dkq2tfmdsh9ss.cloudfront.net/products/lPcvSse1tJEpWv2jxpYPBpFyOI0UOGaHxKmtqv1G.jpg
Bedroom,Beds,Malcon Bed-Hippo163,"20,929 EGP"," High-quality natural Wood, Linen/Velvet. Stylish and robust bed perfect for any bedroom.",Hippo,HiBeMa26300,185 x 1 x 122 x 220,https://dkq2tfmdsh9ss.cloudfront.net/products/6qJMHqTCBD9wgcVARDQ1GOfErmBCDwu8HpMPjnyG.jpg
Bedroom,Beds,Mashrabiya Upholstered King Bed with LED & Wood Detail,"55,444 EGP","The Mashrabiya bed beautifully combines traditional craftsmanship with modern comfort. Constructed from solid beech wood, it features a plush upholstered frame available in six luxurious fabrics. The bed showcases intricately carved mashrabiya wood panels and includes built-in LED lighting that creates a gentle, ambient glow. Designed to accommodate a 180 cm king-size mattress, this bed is not only practical but also a striking expression of heritage-inspired design, making it a standout centerpiece in any stylish bedroom.",KENDA,KEBeMa28982,L 320 x W 215 x H 110 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/89Kgxh9SWrOlhKNItgv4qJTEJHfV85ewevDVes2o.jpg
Bedroom,Beds,Maui Beech Wood Bed With Cane Headboard,"30,400 EGP",,Essentials,EsBeMa,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/V6qsfE4JAfCsZGnmrlFLIGPuLiutdh6TB6c7lHXb.jpg
Bedroom,Beds,Mayij Fully Upholstered Bed,"34,253 EGP",,Essentials,EsBeWa28066,Headboard dimensions : 200 x 15 x H 130 cm Bed base dimensions : 120 x 200 x H 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/s2kwWk1DS3RDzInn1jscs1DEoPPmzmZ7pQJpLgAB.jpg
Bedroom,Beds,Moga Bed Beech Wood Fully Upholstered,"35,492 EGP","Elevate your bedroom with this Moga contemporary bed, crafted from high-quality beech wood for durability and style. The unique headboard features a wave design, providing an artistic touch while ensuring comfort with its padded upholstery. This bed combines robust structure with aesthetic appeal, making it a perfect addition to any modern bedroom setup. The beech wood design not only promises longevity but also brings warmth and natural elegance to your space.",KENDA,KEBeMo24666,L 180 x W 208 x H 110 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/byWUoziJGUaAs8s3ckG2iAak6Np1w8mXbIpCUUnI.jpg
Bedroom,Beds,Moon Bed Single Elegant Design,"17,708 EGP","Enjoy optimum comfort and style with Moon Bed. The decorative headboard includes intricate detailing that adds a touch of elegance and sophistication. Designed for comfort and elegance, this bed is perfect for enhancing the aesthetic of any contemporary room, offering comfort and style. The neutral color palette ensures it fits seamlessly with various bedroom decors.",Pinocchio,PiBeMo19589,W 129 x D 212 x H 101 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/yNwinGSIXg4nOH9tQGIc0BkibjqyJaar62FVGJ8L.jpg
Bedroom,Beds,Natural Beech Wood Bunk Bed With Ladder 120,"53,895 EGP","Maximize your bedroom space with this sturdy and stylish wooden bunk bed. Featuring a natural wood finish, this bunk bed is designed to blend seamlessly with any decor style. The upper and lower bunks are equipped with sturdy rails for safety, while the compact ladder ensures easy access. Ideal for kids' rooms, shared spaces, or guest rooms, this bed provides both functionality and charm.",Essentials,EsBePi10019,W 120 x L 200 cm x H 196 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/mrVCLJD4x1EpiotybuBGihdhORpUVLRtvtmeJtT9.png
Bedroom,Beds,New Wave Upholstered Bed with Storage Mechanism,"41,255 EGP","Experience the epitome of comfort and modern style with the New Wave Bed. Its unique dual-tone fabric upholstery adds a sophisticated touch to any bedroom, making it an instant focal point. The headboard is expertly crafted to offer both support and a cozy backdrop for reading or relaxing in bed. Perfect for contemporary interiors, this bed not only promises a chic aesthetic but also ensures durability and lasting comfort.",Customized Products,EsBeNe,W 180 x D 200 x H 115 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/tJQswpbPBw0tedScrYxpWrp82Gh1yR3knnrnk6yX.jpg
Bedroom,Beds,Noko Beech Wood Bed,"25,573 EGP",,Ariika Home,ArBeNo30816,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/bTSpRI48z57DAzCNCSEpiexfQNj7hurFjaVDabpy.jpg
Bedroom,Beds,Oak bed base & upholstered headboard,"41,546 EGP",,Customized Products,CuBeOa2676,180,https://dkq2tfmdsh9ss.cloudfront.net/products/Y6UlUtAb9tAILS2MWn76i8On6uj2JECLjnwoWFET.png
Bedroom,Beds,Petra Bed Upholstered Headboard and Wooden Frame With Pullout Bed,"21,582 EGP","Elevate your bedroom with this elegant wooden bed; crafted with high quality wood base. This bed features an upholstered headboard. The sleek design showcases clean lines and a rich wood appearance, making it a perfect centerpiece for any bedroom decor. Available in various sizes to fit your space, a variety of fabric colors and wood finished to suit your bedroom decor.",Heru,HeBePe28414,Bed Width : 160 cm Pullout width : 100 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/VEvtngsESP65ynJE0yTxsbsbEewJy5dOdNcycUqD.jpg
Bedroom,Beds,Petra Fully Upholstered bed,"18,523 EGP","Unveil a sleek, contemporary fully upholstered bed; perfectly suited for any modern setting. This bed, featuring a soft padded headboard, becomes a cozy addition to your sleep space; seamlessly blending with its minimalist design—wrapped in high-quality fabric—into any décor style. The fbric comes in a variety of colors to choose from. Whether you prefer neutral tones or bold accents, this bed combines comfort with chic aesthetics.",Heru,HeBePe9457,W 120 x D 200 x H 39 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/wqwWLaSgPp7R4MbuR3lzXT8cVZ5xo05l2YwzR5X8.jpg
Bedroom,Beds,Piano Bed with Storage Mechanism,"42,084 EGP","The Piano bed luxuriously provides quality support while reading, conversing, and relaxing in bed. Covered in dense foam, this padded headboard in the bed offers supportive comfort. It is covered in high quality fabric that comes in a variety of colors to match your style. Comes with a mechanism to pull up for extra storage space in the bed base!",Masterbed,MaBePi22854,on Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/fp8XfrFjO3GjfmX9GKBAfSwG8fPFOpqjbz23p87P.png
Bedroom,Beds,Pillow Bed Upholstered,"17,466 EGP","This Pillow bed luxuriously provides quality support pillow while reading, conversing, and relaxing in bed. Covered in dense foam and fiber, this padded headboard in the bed offers supportive comfort. Comes with a normal bed box.",Masterbed,MaBePi22838,on Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/1k5K8tOKSBb8mllJEPeY03L49qaCzpp5HKeI5rd0.png
Bedroom,Beds,Plush Bed,"15,176 EGP",Beech Wood structure with Beechwood legs padded with high quality sponge and fiber. Assembly provided upon delivery. 100 % Polyester Linen Texture Soft Feel FIber,Ariika Home,ArBePl9057,130 x 235 H: 100 cm 150 x 235 H: 100 cm 170 x 235 H: 100 cm 190 x 235 H: 100 cm 210 x 235 H: 100 cm 230 x 235 H: 100 cm Seat without mattress H :30 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/2S5xQjEoG0fza9QM3HxrsByzDIcwHeG0CvGvmCXw.jpg
Bedroom,Beds,Plush Tufted Bed,"49,000 EGP","A comfortable and stylish bed back is created by the tufted headboard.   Made from beech wood, it can be upholstered in any fabric of your choice.   Fabric needed: 2.5m. Price does not include fabric.",Jam by Hedayat,JaBePl14324,Large 180 cm (w) x 200 cm (d) x 110 cm (h),https://dkq2tfmdsh9ss.cloudfront.net/products/ukYErSiMEIJ8mnGcJmmDzILa0KnngjDmQdpH4128.jpg
Bedroom,Beds,Plush Tufted Bed,"41,000 EGP","A comfortable and stylish bed back is created by the tufted headboard.   Made from beech wood, it can be upholstered in any fabric of your choice.   Fabric needed: 2m. Price does not include fabric.",Jam by Hedayat,JaBePl14323,Medium 160 cm (w) x 200 cm (d) x 110 cm (h),https://dkq2tfmdsh9ss.cloudfront.net/products/D7tlg1h1xa2m0jRjlXWliA3TpvgBpkySeCOcjAJ1.jpg
Bedroom,Beds,Puffy Bed with extended Headboard,"44,000 EGP",,Customized Products,CuBePu6521,W 180 x D 200 x H 100 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/yr01iMyVDtBSAJyh5F8MkI2BMi8qWyjCm5TUdM9A.jpg
Bedroom,Beds,Puffy Fully Upholstered Bed,"46,955 EGP",,Essentials,EsBePu,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/mCjP1st0MuwienpAzX41h1ASXFy43UxOBkv4tS0w.jpg
Bedroom,Beds,Rahaf Fully Upholstered Bed,"24,536 EGP",,Bastet,BaBeRa,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/hHDRi4wbWeHT9nOdxGqanyIWgCbOBiHRmQscqEGT.jpg
Bedroom,Beds,Rahha Wooden Bed,"32,072 EGP",,Bastet,BaBeRa31962,W 300 × H 120 × L 210 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/yX1cy1DMsLAkfb4fBApCW9UbQW7SbCMtCC42cApi.webp
Bedroom,Beds,Rattan Convex Bed and Headboard- Extra Large,"57,800 EGP","Cane comes from the rattan plant; it's made by peeling off the skin of the rattan vine. It's a natural raw material whose stems have special properties - mostly strength & flexibility - which make it perfect for chair seats and bed backs, as well as drawer inserts. We have been enjoying the natural wicker feel of this woven rattan in combination with solid wood…to create beautiful timeless pieces.  The Cane bed and headboard are made from natural wood, finished with a colourless varnish to protect the wood. The colour of the final product is dependent on the pieces of wood used. This means that the end result may vary from piece to piece.  Use: Indoor, Material: Oak and Cane Headboard height is 140 cm",Jam by Hedayat,JaBeRa8684,200 x 200 cm  x 140 h,https://dkq2tfmdsh9ss.cloudfront.net/products/Vn94XHffrpI4fCctOTB2UKxwF5z7abOXxecc0bXI.png
Bedroom,Beds,Rattan Keel bed and headboard,"53,800 EGP","Cane comes from the rattan plant; it's made by peeling off the skin of the rattan vine. It's a natural raw material whose stems have special properties - mostly strength & flexibility - which make it perfect for chair seats and bed backs, as well as drawer inserts. We have been enjoying the natural wicker feel of this woven rattan in combination with solid wood…to create beautiful timeless pieces.  The Cane bed and headboard are made from natural wood, finished with a colourless varnish to protect the wood. The colour of the final product is dependent on the pieces of wood used. This means that the end result may vary from piece to piece.  Use: Indoor, Material: Oak and Cane Headboard height is 140 cm",Jam by Hedayat,JaBeRa13916,Large: 180 (w) x 200 (d) x 140 (h) cm,https://dkq2tfmdsh9ss.cloudfront.net/products/zXLItuu8s4jvsGy7pdXz1QIzzpBBhz9qI2vw4hO9.jpg
Bedroom,Beds,Rattan Keel Bed and Headboard,"47,800 EGP","Cane comes from the rattan plant; it's made by peeling off the skin of the rattan vine. It's a natural raw material whose stems have special properties - mostly strength & flexibility - which make it perfect for chair seats and bed backs, as well as drawer inserts. We have been enjoying the natural wicker feel of this woven rattan in combination with solid wood…to create beautiful timeless pieces.  The Cane bed and headboard are made from natural wood, finished with a colourless varnish to protect the wood. The colour of the final product is dependent on the pieces of wood used. This means that the end result may vary from piece to piece.  Use: Indoor, Material: Oak and Cane Headboard height is 140 cm",Jam by Hedayat,JaBeRa8685,Medium: 160 (w) x 200 (d) x 140 (h) cm,https://dkq2tfmdsh9ss.cloudfront.net/products/TKuaxStU2AiKWNlGrv0xNlBzoxJfzb86cLutO9Au.png
Bedroom,Beds,Ravel Bed – Perfect Blend of Comfort and Elegance,"46,071 EGP","The Ravel bed is designed for relaxation and style. It beautifully combines form and function, creating a serene atmosphere in your bedroom. With its sleek, minimalist lines and plush upholstery, this bed transforms your space into a peaceful retreat.  Constructed with a sturdy frame made from pine and beech wood, it is wrapped in soft, high-quality fabric that gives it a polished look. Whether you dress it with crisp white sheets or cozy textured throws, the Ravel Bed ensures that every night feels like a luxurious getaway.  Key Features:  Frame Material: Pine wood (for structure) + Beech wood (for support) Upholstery: Premium fabric (available in various colors) Style: Minimalist / Contemporary  Why You’ll Love It:  Fully upholstered frame and headboard for a soft, unified appearance.  Crafted from pine and beech wood for durability and support.  A timeless design that complements both modern and traditional bedrooms.",KENDA,KEBeRa30003,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/nLyAjLTQYpmNE1fEJ0Zd0geKhJeFPQanyniVNLQX.webp
